ID,Main,Location,Corporation,Href,Date
349,Software Engineer in networking Lab enviroment (TC Core/Technik HU) (REF225Q),"Budapest, Hungary",Deutsche Telekom IT Solutions,https://www.profession.hu/allas/software-engineer-in-networking-lab-enviroment-tc-core-technik-hu-ref-q-deutsche-telekom-it-solutions-2115784?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
350,Software Engineer on network field (REF223C),"Budapest, Hungary",Deutsche Telekom IT Solutions,https://www.profession.hu/allas/software-engineer-on-network-field-ref-c-deutsche-telekom-it-solutions-2115786?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
351,Tesztmérnök,Veszprém,Valeo Auto-Electric Magyarország Kft.,https://www.profession.hu/allas/tesztmernok-valeo-auto-electric-magyarorszag-kft-veszprem-2115768?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
352,Alkalmazás üzemeltető,1033 Budapest,Petőfi Kulturális Ügynökség Nonprofit Zrt.,https://www.profession.hu/allas/alkalmazas-uzemelteto-petofi-kulturalis-ugynokseg-nonprofit-zrt-budapest-2115769?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
353,Angular frontend developer - contractor (e-rc3),Budapest,Tech People Hungary Kft.,https://www.profession.hu/allas/angular-frontend-developer-contractor-e-rc-tech-people-hungary-kft-2126052?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
354,Team coordinator,1158	Budapest Késmárk utca 24-28.,Siemens Energy Kft.,https://www.profession.hu/allas/team-coordinator-siemens-energy-kft-budapest-2114758?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
355,Remote Desktop Support Specialist,Budapest,Richter Gedeon Nyrt.,https://www.profession.hu/allas/remote-desktop-support-specialist-richter-gedeon-nyrt-2121377?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
356,Service Desk Support (User rights),Budapest,Richter Gedeon Nyrt.,https://www.profession.hu/allas/service-desk-support-user-rights-richter-gedeon-nyrt-2115132?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
357,IT üzemeltető,"1054 Budapest, Alkotmány utca 3.",Nemzeti Választási Iroda,https://www.profession.hu/allas/it-uzemelteto-nemzeti-valasztasi-iroda-budapest-2118780?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
358,Diákmunka - evosoft - Embedded software engineer trainee for web modul prototyping,Budapest XI. kerület,MŰISZ Szolgáltató Iskolaszövetkezet,https://www.profession.hu/allas/diakmunka-evosoft-embedded-software-engineer-trainee-for-web-modul-prototyping-muisz-szolgaltato-iskolaszovetkezet-budapest-2125844?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
359,Monitoring system engineer,"1095 Budapest, Lechner Ödön fasor 9. H. épület",KBC Group Magyarországi Fióktelepe,https://www.profession.hu/allas/monitoring-system-engineer-kbc-group-magyarorszagi-fioktelepe-budapest-2118618/pro?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
